,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_MAX_SCORE,CURRENT_BAL,PREVIOUS_BAL,LAST_PAYMENT,CRED_UTILIZATION_PERCENT,default_payment_next_month
2994,120000,1,2,3,38,0,7787,3495,3505,6,0
2995,80000,2,2,1,32,0,199,199,199,0,1
2996,210000,2,2,1,27,2,174134,167095,16,83,1
2997,80000,2,2,2,37,2,1118,1102,0,1,0
2998,50000,2,2,1,38,2,20838,23204,3000,42,1
2999,50000,2,2,3,52,0,50671,50525,1844,101,0
3000,330000,2,1,2,34,0,1406,1467,1488,0,0
3001,230000,1,3,2,28,0,152966,65722,65722,67,0
3002,30000,1,3,1,44,4,7221,6962,0,24,1
3003,50000,1,1,1,41,2,39159,40194,1669,78,1
3004,220000,1,1,2,37,2,185955,181587,0,85,0
3005,270000,2,1,2,27,0,11306,11263,1500,4,0
3006,160000,1,1,1,44,0,156400,157923,7200,98,0
3007,10000,2,2,1,24,2,3892,3686,0,39,0
3008,20000,1,2,2,25,0,15006,16166,1406,75,0
3009,30000,1,3,2,25,2,22440,24168,2390,75,1
3010,210000,2,2,2,32,2,85965,88586,4000,41,0
3011,250000,2,2,1,50,2,116256,122392,11500,47,0
3012,50000,1,2,2,28,0,23244,24364,1500,46,0
3013,180000,2,1,2,28,0,584,1133,1133,0,0
3014,200000,1,1,2,35,0,7429,24325,24325,4,0
3015,350000,1,1,1,38,0,16459,4120,941,5,1
3016,20000,1,1,2,22,0,18093,18543,1300,90,0
3017,30000,1,3,2,36,0,30328,29999,1768,101,1
3018,20000,1,1,1,34,2,6099,7559,2000,30,0
3019,140000,2,3,2,59,2,62042,63445,3000,44,1
3020,30000,1,3,1,44,2,18659,22544,4500,62,1
3021,180000,2,1,2,30,0,15743,9814,1205,9,0
3022,20000,2,2,2,25,3,8011,9041,1320,40,0
3023,100000,2,3,1,36,2,53530,55081,3000,54,1
3024,100000,2,3,1,36,2,101972,115335,16608,102,1
3025,20000,1,2,1,45,0,0,0,0,0,0
3026,350000,1,1,1,31,2,18685,21057,3000,5,1
3027,80000,2,2,1,32,0,80237,69568,3000,100,0
3028,120000,2,3,1,49,0,44244,44075,2000,37,0
3029,210000,2,2,2,30,0,1654,33257,32000,1,0
3030,120000,1,1,1,37,0,32050,3872,3872,27,0
3031,20000,1,2,2,22,2,8134,9992,2000,41,0
3032,200000,1,3,2,25,0,848,753,753,0,0
3033,50000,2,2,2,54,4,1126,1113,0,2,0
3034,170000,1,2,1,37,0,5635,6321,6321,3,0
3035,450000,1,1,1,37,1,0,245,245,0,0
3036,300000,1,1,2,34,0,396,396,396,0,0
3037,300000,1,1,2,36,0,295433,301521,13000,98,0
3038,280000,1,2,1,37,0,2035,11009,11009,1,0
3039,170000,1,1,2,39,0,171160,187853,13000,101,0
3040,60000,1,1,1,38,2,30013,31226,2000,50,1
3041,50000,1,2,2,29,0,23469,23110,1437,47,0
3042,380000,1,2,1,38,0,0,0,0,0,0
3043,70000,2,1,1,40,2,45251,42685,1800,65,1
3044,430000,1,1,1,48,0,4469,52213,52226,1,0
3045,180000,1,1,1,38,0,326,326,326,0,0
3046,330000,2,2,1,41,2,289884,283863,0,88,0
3047,250000,2,1,2,26,0,7374,0,0,3,0
3048,480000,2,1,1,38,0,384150,392013,15000,80,0
3049,210000,1,2,2,37,2,1890,3037,3037,1,0
3050,160000,1,2,2,26,0,25060,24306,8026,16,0
3051,390000,1,4,2,29,2,407399,397464,0,104,0
3052,280000,1,1,1,44,1,-136,-496,360,0,0
3053,50000,1,2,1,33,0,390,390,390,1,0
3054,350000,1,1,1,60,1,0,1150,1150,0,1
3055,230000,2,1,2,40,0,360,0,0,0,0
3056,200000,1,3,0,36,0,5644,82620,89187,3,0
3057,30000,1,2,2,47,0,29596,29625,1600,99,0
3058,50000,1,2,1,37,0,4719,22449,22530,9,0
3059,180000,1,1,2,26,0,24464,25332,1573,14,0
3060,150000,2,3,1,45,0,141415,144592,5457,94,1
3061,70000,1,1,2,27,2,39449,39742,2100,56,0
3062,150000,1,2,2,26,0,10111,9847,1158,7,0
3063,50000,1,3,2,25,2,43685,44694,2000,87,0
3064,430000,2,2,1,42,0,89395,90052,3243,21,0
3065,70000,1,1,2,25,2,3635,4529,1100,5,1
3066,20000,1,3,2,36,1,0,832,832,0,0
3067,310000,2,1,1,33,0,115,894,894,0,1
3068,160000,2,2,1,23,0,96814,69870,10008,61,0
3069,30000,1,3,2,38,2,30771,29975,0,103,0
3070,480000,2,3,1,39,0,51303,74639,73428,11,0
3071,180000,2,1,2,28,2,99307,104403,6700,55,1
3072,210000,1,2,1,40,0,5130,15266,15266,2,0
3073,360000,1,1,2,30,0,312,312,313,0,1
3074,180000,1,3,2,31,2,36864,35587,0,20,0
3075,200000,2,1,2,29,2,16198,14320,0,8,0
3076,50000,1,3,2,22,0,48423,44450,2150,97,1
3077,240000,1,2,1,48,0,3972,783,783,2,1
3078,180000,2,1,2,29,0,35619,22745,1745,20,0
3079,80000,2,3,1,33,0,325,107,107,0,0
3080,50000,2,3,1,32,0,42740,44744,3000,85,0
3081,280000,2,2,1,36,0,101803,100836,5005,36,0
3082,70000,2,1,2,29,0,43462,41845,3000,62,0
3083,400000,1,1,2,36,0,6233,11152,11219,2,0
3084,210000,2,3,1,45,0,430,430,430,0,0
3085,80000,1,3,2,33,0,55424,56598,2068,69,0
3086,30000,2,2,2,24,7,300,300,0,1,0
3087,310000,1,2,2,29,2,400,400,0,0,0
3088,360000,2,3,2,27,1,0,0,0,0,0
3089,200000,1,2,2,28,0,29804,30892,20044,15,0
3090,50000,1,2,1,33,0,50431,45619,1823,101,0
3091,320000,2,2,1,41,0,49846,53811,5000,16,0
3092,60000,1,2,2,27,2,23439,26042,3300,39,0
3093,230000,2,1,2,30,2,216409,221419,10000,94,0
3094,150000,2,1,1,44,0,1843,1367,1367,1,1
3095,360000,2,1,1,39,0,165,853,853,0,0
3096,50000,1,1,2,34,0,20613,28018,10000,41,0
3097,280000,2,1,1,37,0,3915,6686,6691,1,0
3098,50000,2,3,1,50,0,38499,39216,1743,77,0
3099,500000,1,1,1,32,0,15491,22984,12992,3,0
3100,400000,2,3,1,41,0,18487,12366,2620,5,1
3101,280000,1,2,2,28,0,1799,1768,1782,1,0
3102,360000,2,2,2,41,0,158277,203726,50000,44,0
3103,260000,2,1,2,29,1,15502,16832,18000,6,1
3104,330000,1,1,1,42,0,241191,114291,10000,73,0
3105,350000,2,2,1,33,0,-7438,144562,152000,-2,0
3106,500000,2,2,1,39,0,36550,18752,18795,7,0
3107,440000,2,1,1,35,0,128808,133340,10000,29,0
3108,260000,1,2,2,28,0,234867,237497,10500,90,0
3109,500000,1,3,1,48,2,36875,26031,1192,7,0
3110,100000,1,2,1,35,0,81415,80759,4000,81,0
3111,70000,1,3,1,47,0,67670,62529,2730,97,0
3112,440000,1,1,2,43,0,58108,51013,2400,13,0
3113,220000,2,1,1,44,0,208858,212640,7611,95,0
3114,160000,2,1,1,32,0,3189,3203,3248,2,0
3115,200000,1,2,1,46,2,7340,5980,0,4,0
3116,30000,2,2,2,25,0,24458,29022,5000,82,0
3117,110000,2,1,2,27,0,113461,112026,4251,103,0
3118,60000,2,2,1,43,0,57033,58994,2880,95,0
3119,260000,1,1,2,28,0,76996,11515,11515,30,0
3120,110000,1,2,1,36,0,109361,102505,3940,99,0
3121,260000,1,3,1,44,0,257987,260104,7100,99,0
3122,280000,2,1,2,32,0,157480,155362,6400,56,0
3123,210000,1,1,2,30,0,462,562,1032,0,0
3124,80000,2,2,1,37,0,5744,33115,33115,7,0
3125,200000,2,1,2,37,0,75360,57589,2050,38,0
3126,100000,2,2,2,33,2,74763,73010,0,75,0
3127,210000,1,2,1,42,0,9377,9534,9540,4,0
3128,140000,2,2,2,35,2,148305,141907,0,106,0
3129,180000,1,1,2,29,2,93962,95955,3500,52,0
3130,240000,2,2,2,34,0,122810,114408,10066,51,0
3131,150000,2,1,2,24,0,4857,1729,1733,3,0
3132,80000,1,2,1,54,0,105365,108702,5030,132,1
3133,210000,2,2,1,37,0,22908,32513,32513,11,1
3134,180000,2,1,2,28,0,12595,18704,7000,7,0
3135,100000,2,1,2,26,0,96353,99710,4900,96,0
3136,20000,1,1,2,28,0,17359,16828,2700,87,0
3137,140000,1,2,2,34,0,128312,119084,5000,92,0
3138,200000,1,3,2,40,0,390,1799,1799,0,0
3139,80000,1,2,2,25,0,77142,45209,2000,96,0
3140,20000,2,2,2,49,2,18718,18132,0,94,1
3141,80000,2,2,2,24,0,0,0,0,0,0
3142,170000,2,1,1,41,0,165602,138507,80000,97,0
3143,70000,2,2,1,41,2,50241,51145,2000,72,1
3144,90000,2,3,1,40,0,3569,7319,7385,4,0
3145,30000,1,2,2,30,0,22221,23248,1391,74,0
3146,50000,1,1,2,25,0,2543,14335,14439,5,0
3147,50000,2,2,2,21,0,390,1499,1499,1,1
3148,260000,2,1,2,39,0,231024,208119,10000,89,0
3149,360000,2,1,1,33,0,50067,17607,17607,14,0
3150,500000,2,3,2,52,0,0,0,0,0,1
3151,160000,1,3,1,46,2,168501,160421,0,105,0
3152,460000,2,1,2,39,0,89095,93634,6000,19,0
3153,20000,2,2,2,26,2,19366,19297,1800,97,1
3154,360000,1,2,2,25,2,0,1647,1647,0,0
3155,300000,2,1,1,38,0,1008,228,228,0,0
3156,70000,2,2,1,28,3,29836,30856,1800,43,1
3157,50000,2,1,2,26,0,26808,44361,30040,54,0
3158,150000,2,3,1,51,0,113647,117322,5001,76,0
3159,390000,1,2,1,42,0,1565,1733,1733,0,0
3160,280000,1,1,2,37,0,251486,245307,9352,90,0
3161,50000,2,3,1,28,0,3377,4256,1000,7,0
3162,280000,2,1,2,38,1,0,0,0,0,1
3163,50000,2,2,1,41,1,0,0,0,0,0
3164,50000,1,1,2,32,2,13185,5070,1255,26,0
3165,150000,2,1,2,28,0,0,0,0,0,0
3166,120000,2,1,2,31,1,0,1730,1730,0,1
3167,360000,2,2,3,37,0,10764,8874,1052,3,0
3168,20000,1,2,2,33,0,3010,1603,1272,15,0
3169,50000,2,3,1,46,0,48797,49115,2000,98,0
3170,20000,2,1,2,23,2,10407,10096,0,52,1
3171,90000,1,2,1,35,0,90467,88834,4000,101,1
3172,230000,1,2,1,35,0,176853,180639,10000,77,0
3173,20000,1,2,2,22,2,17990,17413,0,90,0
3174,100000,2,2,2,23,0,45756,9187,9187,46,0
3175,270000,1,2,2,26,0,214277,199757,10000,79,0
3176,160000,1,2,2,28,0,1390,550,550,1,0
3177,80000,2,2,2,29,0,46724,35074,2000,58,0
3178,10000,1,1,2,24,2,7554,8287,1500,76,1
3179,500000,2,2,1,27,0,11354,9983,9983,2,0
3180,90000,2,1,1,43,2,16139,7199,4367,18,0
3181,150000,2,3,1,59,0,11067,12367,12405,7,0
3182,50000,1,3,1,49,0,2522,1173,1173,5,0
3183,260000,1,3,1,48,0,200716,203751,8812,77,0
3184,50000,2,2,2,22,0,836,10214,10214,2,0
3185,30000,1,1,2,28,2,1190,2107,1098,4,1
3186,70000,1,2,2,26,2,46599,45578,0,67,0
3187,360000,1,1,1,52,1,0,0,0,0,1
3188,430000,2,1,2,39,0,673,4549,4576,0,0
3189,50000,2,2,2,23,0,1291,2075,1100,3,0
3190,150000,2,4,2,26,2,22683,24349,2219,15,0
3191,70000,2,2,2,23,2,17461,16892,0,25,1
3192,150000,2,1,2,25,0,42437,35082,2265,28,0
3193,110000,1,3,1,38,0,14084,11129,2500,13,0
3194,20000,2,1,2,38,3,3527,4556,1241,18,1
3195,20000,1,3,2,39,2,7824,9000,1307,39,0
3196,50000,1,1,2,31,0,11479,12002,12002,23,0
3197,10000,1,1,2,33,0,8417,6281,1700,84,0
3198,20000,1,2,2,24,2,15703,19775,4663,79,0
3199,180000,1,2,2,34,1,149172,100466,4600,83,1
3200,60000,2,2,1,26,2,60597,61332,5504,101,1
3201,20000,1,1,1,30,2,6885,8627,2000,34,1
3202,70000,2,1,2,25,0,71106,67954,3292,102,0
3203,60000,2,2,1,38,0,48399,48241,1764,81,0
3204,200000,1,1,2,28,0,3330,2665,2686,2,0
3205,200000,1,1,2,34,1,-1730,-1730,0,-1,1
3206,300000,2,1,1,37,0,3144,5688,5734,1,0
3207,390000,1,1,2,34,0,13006,522,524,3,0
3208,80000,2,2,1,23,0,72364,64105,2756,90,0
3209,100000,2,1,2,25,0,12660,5000,5000,13,0
3210,230000,1,3,2,30,3,213894,218966,10040,93,0
3211,40000,2,3,1,49,1,0,0,0,0,0
3212,180000,2,2,1,25,0,33322,29500,1900,19,0
3213,420000,1,2,2,28,0,22872,23309,1700,5,0
3214,20000,1,2,1,59,0,2946,0,0,15,0
3215,340000,2,2,1,31,0,33639,37373,5000,10,0
3216,20000,2,1,2,25,2,9317,18576,10000,47,1
3217,320000,1,3,2,52,0,31858,33562,5000,10,0
3218,360000,1,1,1,39,0,0,0,0,0,0
3219,100000,2,1,2,29,0,33330,36282,3500,33,0
3220,310000,2,1,2,36,0,0,298887,298887,0,0
3221,140000,2,2,2,24,0,35806,36823,3000,26,0
3222,200000,1,2,2,33,2,98990,96566,0,49,0
3223,30000,2,2,2,28,0,1743,0,0,6,1
3224,130000,2,3,1,25,0,132110,133734,6359,102,0
3225,20000,2,3,1,44,2,17095,19112,3000,85,0
3226,120000,2,4,1,57,0,116497,109247,5000,97,0
3227,190000,2,1,2,32,0,8010,922,922,4,0
3228,50000,2,2,1,26,0,43721,42060,2228,87,0
3229,130000,2,4,2,27,0,107599,109902,4030,83,0
3230,220000,2,2,1,48,0,28132,30362,2700,13,1
3231,200000,2,2,1,29,0,70422,67991,3500,35,0
3232,50000,2,3,1,59,0,37201,27863,1503,74,0
3233,30000,2,2,1,26,2,30954,30670,2074,103,0
3234,200000,2,2,1,33,1,0,0,0,0,0
3235,400000,2,3,1,50,2,5523,8033,8037,1,1
3236,120000,2,1,1,41,0,118847,113190,5000,99,0
3237,60000,2,2,1,38,0,45972,49874,5000,77,0
3238,150000,2,1,2,25,0,3167,13680,13879,2,0
3239,240000,2,2,1,44,3,16925,1411,1411,7,0
3240,130000,1,2,2,29,0,3594,0,0,3,0
3241,200000,1,3,1,40,2,91368,92989,4000,46,1
3242,240000,2,2,1,56,2,2500,0,0,1,1
3243,30000,2,1,2,22,2,14885,16579,1939,50,1
3244,50000,2,2,1,26,0,44335,44626,2126,89,0
3245,30000,1,2,2,26,2,13660,14708,1269,46,0
3246,310000,1,1,1,33,0,0,0,0,0,0
3247,120000,2,2,2,28,2,111840,114252,5300,93,1
3248,290000,2,2,1,34,0,16196,17220,1292,6,0
3249,50000,1,2,2,45,0,45911,47521,2350,92,0
3250,130000,2,1,2,27,0,86883,99516,40000,67,0
3251,50000,1,4,1,30,0,47311,44136,2900,95,0
3252,210000,2,2,1,33,0,98,1090,1120,0,0
3253,50000,1,3,1,47,3,4759,4540,0,10,1
3254,10000,2,2,2,40,0,6160,6787,1123,62,0
3255,10000,1,3,2,22,0,5757,6706,1200,58,0
3256,80000,2,2,2,24,3,75444,80025,6400,94,1
3257,360000,1,2,1,65,1,0,0,0,0,1
3258,530000,1,1,2,32,0,12451,24095,24120,2,0
3259,20000,1,2,2,46,0,20376,19927,2000,102,0
3260,170000,1,2,1,42,0,131629,131374,5300,77,0
3261,220000,2,2,1,33,2,16090,4991,4991,7,0
3262,180000,1,3,1,40,0,991,991,991,1,0
3263,440000,2,1,1,37,0,5302,13333,13333,1,0
3264,20000,1,2,1,62,2,17870,18740,1462,89,1
3265,400000,2,2,2,39,1,0,0,0,0,1
3266,130000,1,2,2,27,0,44826,40650,1092,34,0
3267,420000,1,1,2,29,0,194505,144086,5479,46,0
3268,80000,2,2,1,34,0,78688,80539,4000,98,0
3269,20000,2,2,1,45,0,18569,40278,2500,93,0
3270,320000,2,2,2,29,3,93070,90725,0,29,1
3271,160000,1,1,1,40,0,27563,28350,5002,17,0
3272,50000,2,2,2,23,2,48725,51175,4987,97,0
3273,50000,1,2,2,35,0,14536,10827,2000,29,0
3274,70000,2,2,1,43,0,71037,71880,3352,101,0
3275,20000,1,3,2,59,4,19074,18482,0,95,1
3276,160000,2,2,2,24,0,157389,158475,6800,98,0
3277,130000,2,1,2,33,1,0,0,0,0,1
3278,20000,2,1,2,23,3,16918,20627,4000,85,0
3279,170000,2,2,1,48,0,18727,64028,66513,11,0
3280,300000,2,1,2,39,0,729,0,0,0,0
3281,160000,2,1,2,31,0,1672,4411,4411,1,0
3282,110000,2,3,1,52,1,0,0,0,0,0
3283,230000,2,1,2,27,0,92167,92799,3340,40,0
3284,60000,2,2,2,21,0,40969,32724,1859,68,0
3285,280000,1,1,1,35,2,146368,244092,101585,52,0
3286,180000,2,1,2,47,1,-6,-6,0,0,0
3287,30000,2,1,1,30,3,12109,12917,1300,40,1
3288,50000,2,2,2,28,0,48010,40668,5000,96,0
3289,270000,2,2,1,41,2,832,416,0,0,0
3290,80000,2,2,2,24,0,2346,0,0,3,1
3291,120000,1,1,2,31,2,25719,29961,5000,21,1
3292,120000,1,3,1,53,0,291,291,291,0,0
3293,30000,1,1,2,23,0,29025,28331,1507,97,0
3294,380000,1,1,2,36,0,68943,75024,8000,18,0
3295,80000,2,2,1,37,2,80508,81731,3100,101,1
3296,20000,2,2,2,26,0,17938,18798,1456,90,0
3297,160000,1,3,1,34,2,2947,4593,2000,2,0
3298,230000,2,2,2,26,4,8328,0,0,4,1
3299,370000,1,2,2,39,2,334394,337272,14005,90,1
3300,30000,2,3,1,41,2,29717,28569,0,99,0
3301,20000,2,2,2,24,0,20073,19940,1319,100,0
3302,20000,1,2,2,23,3,17529,16967,0,88,1
3303,470000,1,2,1,52,0,84672,86821,5000,18,0
3304,220000,2,2,2,29,0,36106,33494,3000,16,1
3305,80000,1,3,2,32,0,78887,69433,2569,99,0
3306,180000,2,2,1,33,0,0,0,0,0,0
3307,100000,2,2,2,39,0,24110,10497,2000,24,0
3308,10000,2,2,2,21,0,7888,8987,1383,79,0
3309,280000,2,2,1,51,0,2477,3470,3470,1,0
3310,110000,2,1,1,31,2,107507,108067,7960,98,1
3311,210000,2,1,2,27,0,135066,121769,5600,64,0
3312,200000,2,1,1,36,0,10317,5755,5788,5,0
3313,260000,1,1,2,27,0,868,1317,1320,0,0
3314,600000,1,1,2,36,0,-1,-1,0,0,0
3315,330000,1,2,1,47,0,19540,23240,25487,6,0
3316,500000,2,1,2,31,0,258257,247282,25239,52,0
3317,200000,1,1,3,29,0,7505,5894,5919,4,0
3318,200000,1,2,1,36,2,7300,3238,3238,4,1
3319,210000,2,2,2,27,2,5353,280,280,3,0
3320,500000,2,1,1,46,0,3982,3700,3718,1,0
3321,10000,2,2,1,44,0,4125,5275,1275,41,0
3322,160000,2,1,2,24,0,37000,0,0,23,0
3323,50000,2,3,1,42,0,50906,48888,2009,102,0
3324,130000,1,2,2,33,2,130565,131878,5012,100,0
3325,140000,2,1,2,28,0,138036,140922,6600,99,1
3326,80000,2,2,2,45,0,83150,-8000,0,104,0
3327,500000,2,1,2,31,0,17496,1001,2000,3,1
3328,500000,2,2,1,39,0,146700,126765,4585,29,0
3329,320000,2,2,1,35,2,4050,4914,1073,1,0
3330,50000,1,2,2,29,2,49612,48546,0,99,0
3331,120000,2,2,2,40,0,4180,5100,1000,3,0
3332,500000,1,1,1,59,0,0,0,0,0,1
3333,290000,2,2,1,42,0,-132,18364,18496,0,0
3334,280000,1,1,1,50,0,19378,347,348,7,0
3335,30000,2,3,1,41,0,39230,37737,1618,131,1
3336,80000,1,1,2,31,2,21004,20384,0,26,1
3337,50000,1,2,2,24,2,48136,72898,3700,96,0
3338,10000,1,3,2,24,2,7826,8745,1200,78,0
3339,550000,1,1,1,49,0,42141,1515,1522,8,1
3340,60000,1,2,2,41,0,14895,6750,6750,25,0
3341,140000,2,2,1,28,0,5925,7729,2000,4,0
3342,50000,2,2,2,28,0,46096,25370,1442,92,0
3343,300000,2,2,1,27,0,286321,283547,20000,95,1
3344,30000,2,3,1,29,2,26836,28894,2500,89,1
3345,50000,2,2,2,25,1,0,0,0,0,1
3346,250000,2,2,1,33,2,2500,0,0,1,1
3347,60000,1,1,2,39,0,54978,56144,2050,92,0
3348,80000,1,3,2,44,2,57076,58358,2800,71,0
3349,480000,1,1,2,33,1,-897,-897,0,0,0
3350,30000,1,2,1,44,3,23171,22523,0,77,1
3351,10000,2,2,2,25,0,9150,9206,1185,92,0
3352,410000,2,1,2,41,0,0,0,0,0,0
3353,100000,1,1,1,33,2,38219,42604,5000,38,0
3354,200000,1,3,1,41,0,84573,76348,2544,42,0
3355,380000,2,2,1,48,0,363191,373421,15504,96,0
3356,100000,1,2,2,27,2,41298,42448,2000,41,0
3357,50000,2,3,1,27,2,37651,38498,1754,75,1
3358,130000,2,2,1,28,2,107216,91888,4000,82,1
3359,120000,1,2,2,34,2,131773,58259,3000,110,0
3360,150000,2,2,1,42,2,139172,141401,6022,93,0
3361,310000,2,1,1,39,2,1989,4566,4566,1,0
3362,110000,2,2,2,51,0,150000,0,0,136,0
3363,420000,1,2,1,37,0,415257,411624,16850,99,1
3364,140000,1,2,1,28,2,6007,7332,7340,4,1
3365,500000,2,1,1,37,1,0,0,0,0,1
3366,260000,2,2,2,26,2,258364,279322,45446,99,0
3367,90000,2,2,1,48,0,316,316,316,0,1
3368,90000,2,2,2,41,0,48276,47820,2281,54,0
3369,20000,1,3,2,35,3,8918,8634,0,45,0
3370,30000,1,2,2,36,0,36124,35538,2500,120,1
3371,140000,2,2,1,36,0,45849,46909,2100,33,0
3372,340000,2,2,2,32,0,80174,82761,3871,24,0
3373,120000,2,1,2,31,0,-66,-33,0,0,0
3374,420000,1,1,1,34,0,18037,9944,3048,4,0
3375,100000,1,3,1,48,0,6345,0,0,6,0
3376,350000,2,2,2,37,0,128146,117713,4052,37,0
3377,50000,1,2,1,26,0,48992,49689,1769,98,0
3378,30000,2,1,2,28,4,37,37,0,0,0
3379,360000,2,1,2,29,0,1766,4500,4534,0,0
3380,20000,2,3,2,23,0,17432,1165,1165,87,0
3381,400000,2,2,2,38,0,2988,3983,1222,1,0
3382,170000,1,3,1,45,0,40441,40937,5000,24,0
3383,110000,2,2,1,36,2,10448,10144,0,9,1
3384,200000,2,2,1,37,0,390,31638,31638,0,1
3385,200000,2,1,1,32,0,6540,17288,17301,3,0
3386,360000,1,1,2,29,0,5143,2092,6159,1,0
3387,500000,1,1,1,37,0,1961,1188,1188,0,0
3388,20000,1,2,2,22,0,18462,16699,1510,92,0
3389,270000,1,3,1,32,3,150616,146262,0,56,0
3390,20000,1,2,2,44,2,6535,6285,0,33,1
3391,350000,2,1,1,43,0,0,0,0,0,0
3392,150000,2,2,1,26,0,115786,123423,10000,77,0
3393,260000,2,1,2,30,0,83138,93416,14038,32,0
3394,90000,1,1,2,33,2,1650,721,721,2,0
3395,310000,2,2,1,32,0,162530,155831,6100,52,0
3396,210000,2,1,2,43,1,-3309,177952,184212,-2,0
3397,40000,2,2,1,45,2,11402,10928,0,29,1
3398,80000,2,2,1,25,1,0,0,0,0,0
3399,50000,1,3,2,22,0,6673,5054,1056,13,1
3400,370000,2,1,1,46,0,26555,1572,1572,7,0
3401,130000,1,2,2,28,0,113613,112867,5847,87,0
3402,710000,2,2,1,40,2,5200,0,0,1,1
3403,180000,2,3,2,24,1,0,35300,35300,0,0
3404,80000,2,2,1,30,2,42755,45053,3000,53,0
3405,560000,2,1,2,32,0,68199,31211,1548,12,0
3406,170000,2,1,2,26,0,47642,40779,4000,28,0
3407,30000,2,3,1,63,0,8866,5884,5884,30,0
3408,430000,2,1,2,30,0,2202,7172,7232,1,0
3409,500000,2,2,1,37,0,7325,355,355,1,0
3410,10000,1,2,2,26,0,7606,7030,2000,76,1
3411,130000,2,1,2,25,0,5279,7887,4000,4,0
3412,160000,2,2,2,50,0,3,3,13333,0,0
3413,150000,1,1,2,33,2,88590,85800,0,59,1
3414,340000,2,2,1,43,0,33245,249,249,10,0
3415,200000,2,2,1,37,0,184144,189158,8017,92,0
3416,130000,1,2,2,37,0,125780,128768,6500,97,0
3417,320000,2,3,1,30,0,49889,51151,2825,16,0
3418,50000,1,3,1,54,2,55518,52931,3000,111,0
3419,360000,1,1,1,46,0,2171,1063,1068,1,0
3420,420000,2,2,2,29,0,408568,418589,18000,97,0
3421,110000,1,1,2,30,2,2932,2373,0,3,0
3422,80000,1,2,2,35,0,26994,28659,2000,34,0
3423,60000,2,3,1,43,0,60283,61227,3000,100,1
3424,60000,1,2,2,24,0,47757,26340,1468,80,0
3425,210000,1,2,2,26,0,186109,168198,5929,89,0
3426,360000,2,1,1,46,0,42094,10594,10600,12,0
3427,20000,1,2,2,48,2,6111,10479,4500,31,0
3428,150000,2,1,2,42,1,-874,-874,0,-1,0
3429,310000,1,3,2,30,0,-44,-44,0,0,0
3430,240000,2,2,1,40,2,3571,2298,2309,1,1
3431,160000,2,3,1,55,0,4144,2016,2016,3,0
3432,240000,2,1,2,40,2,1841,764,2,1,0
3433,20000,1,1,2,22,0,14677,16625,3004,73,0
3434,190000,1,1,1,55,0,390,390,390,0,1
3435,280000,2,2,1,40,1,-10,-10,0,0,0
3436,80000,1,2,3,58,0,3719,4444,1000,5,0
3437,290000,2,3,1,49,0,169004,166920,7600,58,0
3438,200000,2,1,1,34,0,3987,1631,1631,2,0
3439,320000,1,1,1,50,0,6426,-4,0,2,0
3440,350000,2,2,2,27,0,16022,17059,1600,5,0
3441,110000,1,1,2,33,2,39768,44333,5548,36,0
3442,300000,2,2,1,37,1,0,0,0,0,1
3443,500000,2,1,1,44,1,706,1108,1242,0,0
3444,120000,2,1,2,35,0,500,2483,2483,0,0
3445,80000,2,3,3,31,0,5154,5390,1124,6,0
3446,200000,2,2,2,33,0,198878,195883,7700,99,1
3447,150000,2,1,2,26,0,1551,2961,2990,1,1
3448,150000,2,1,2,40,0,145074,152179,11000,97,0
3449,210000,1,2,1,42,1,652,0,0,0,0
3450,150000,1,2,2,36,0,5382,0,0,4,1
3451,50000,2,1,2,26,2,39052,44416,6000,78,0
3452,80000,1,2,1,33,0,79537,76226,2359,99,0
3453,50000,1,2,1,34,0,2522,0,0,5,0
3454,20000,2,2,1,50,2,17393,18119,1315,87,0
3455,50000,1,2,1,37,0,27516,28871,2000,55,0
3456,50000,1,1,2,29,2,14497,13975,0,29,0
3457,280000,1,2,1,46,2,188894,194489,10101,67,1
3458,230000,1,2,1,51,0,197993,84076,2965,86,0
3459,230000,1,2,2,30,2,38651,45681,8000,17,1
3460,80000,2,3,1,37,0,63185,62209,5021,79,0
3461,60000,2,2,3,35,2,12695,15453,3000,21,0
3462,200000,1,2,1,37,0,199669,204168,9300,100,0
3463,30000,2,3,2,22,0,-854,29393,33404,-3,0
3464,340000,2,1,2,34,0,32488,42449,42552,10,0
3465,250000,2,2,1,40,0,4843,2942,2942,2,0
3466,200000,1,1,1,52,0,1015,932,934,1,0
3467,150000,1,1,2,39,0,146736,149030,7027,98,0
3468,100000,2,3,1,53,1,0,0,0,0,0
3469,220000,2,2,1,41,0,126532,90013,4500,58,0
3470,140000,1,1,2,32,1,-4,-680,0,0,1
3471,40000,1,1,1,28,2,10371,11895,2567,26,1
3472,200000,2,2,2,30,0,185070,182566,7022,93,0
3473,520000,2,1,2,35,0,60912,56728,7000,12,0
3474,30000,2,2,1,22,0,16534,17213,2002,55,0
3475,20000,1,2,2,28,0,17973,17835,1318,90,0
3476,50000,1,2,2,40,0,14633,12921,1218,29,1
3477,300000,2,3,2,29,0,143568,147715,7951,48,0
3478,500000,2,1,2,36,0,10935,4079,4081,2,0
3479,490000,2,2,2,27,0,222705,191752,5011,45,0
3480,200000,1,1,2,27,0,630,825,825,0,0
3481,40000,2,1,2,23,2,19827,20709,1500,50,1
